content_id,content_type,language,genre,duration,release_date,rating,episode_count,season_count
cont_4682_10_22,series,marathi,drama,2520000,2013-12-04,2,22,10
cont_1223_9_17,series,english,drama,3660000,2013-04-08,10,17,9
cont_4518_9_40,series,telugu,comedy,3060000,2020-02-23,8,40,9
cont_2876_15_14,series,hindi,comedy,3360000,2020-08-09,10,14,15
cont_4962_4_13,series,hindi,comedy,3720000,2018-11-21,5,13,4
cont_2696_7_33,series,hindi,drama,3780000,2015-02-28,2,33,7
cont_1836_1_5,sports,hindi,cricket,3180000,2012-10-05,0,5,1
cont_4431,movies,hindi,comedy,8880000,2016-06-19,1,0,0
cont_3352_11_19,series,english,drama,2760000,2008-06-11,2,19,11
cont_1856_5_35,series,bengali,drama,4200000,2007-10-18,9,35,5
cont_4686_3_27,series,hindi,comedy,3000000,2011-01-05,2,27,3
cont_4710_5_9,series,hindi,drama,3420000,1999-07-26,1,9,5
cont_3382_9_23,series,telugu,comedy,3120000,2013-06-13,9,23,9
cont_1038_2_15,series,hindi,drama,4620000,1994-07-10,6,15,2
cont_2725_2_5,series,hindi,drama,3660000,2001-02-02,2,5,2
cont_3589_6_22,series,hindi,comedy,3360000,2011-05-27,3,22,6
cont_2837_8_16,series,hindi,drama,3300000,2019-02-06,2,16,8
cont_553_23_16,series,gujarati,documentary,3300000,2012-08-12,8,16,23
cont_2778_2_4,series,marathi,drama,2580000,2010-07-23,6,4,2
cont_69_2_3,series,malayalam,drama,3120000,2005-08-08,4,3,2
cont_310_17_10,series,english,comedy,4440000,2012-03-01,4,10,17
cont_4103_36_7,series,hindi,comedy,3300000,2020-01-21,10,7,36
cont_4833_24_13,series,oriya,comedy,3000000,2007-09-10,9,13,24
cont_4724_7_5,series,hindi,drama,3780000,2003-11-02,3,5,7
cont_1625_3_3,series,hindi,comedy,5520000,2004-04-05,9,3,3
cont_1821_2_3,series,english,comedy,2820000,2017-09-26,10,3,2
cont_4270_1_5,sports,hindi,badminton,2700000,2007-11-04,0,5,1
cont_1577_3_24,series,marathi,action,3600000,1996-08-06,5,24,3
cont_4763_2_26,series,hindi,drama,2820000,2005-07-04,5,26,2
cont_780_14_36,series,hindi,comedy,3180000,2017-01-28,8,36,14
cont_1421_9_8,series,telugu,sci-fi,3360000,2013-03-28,9,8,9
cont_3375_11_16,series,english,action,3180000,2011-02-22,5,16,11
cont_684_2_22,series,hindi,drama,3600000,2009-12-08,2,22,2
cont_42_4_4,series,hindi,action,3180000,2003-12-09,5,4,4
cont_4724_15_30,series,hindi,drama,4020000,2015-09-12,3,30,15
cont_1631_13_15,series,hindi,drama,3780000,2018-04-17,9,15,13
cont_3757_1_23,series,hindi,action,3840000,2016-11-02,9,23,1
cont_208_8_7,series,kannada,comedy,4020000,2016-08-05,10,7,8
cont_2536_1_3,sports,english,cricket,3660000,2005-09-19,0,3,1
cont_2381_4_6,series,english,drama,3600000,1999-08-20,7,6,4
cont_4703_4_7,series,hindi,comedy,2940000,1996-07-05,5,7,4
cont_132_5_22,series,hindi,comedy,3000000,2020-02-21,2,22,5
cont_1234_9_20,series,english,action,3240000,2002-07-05,6,20,9
cont_3259_13_43,series,malayalam,comedy,3300000,2020-08-23,6,43,13
cont_4934_4_26,series,tamil,documentary,3120000,1999-07-12,6,26,4
cont_3599_7_18,series,telugu,action,3060000,2018-06-22,5,18,7
cont_3577_6_8,series,hindi,drama,2640000,2007-06-23,3,8,6
cont_2598_4_4,series,tamil,comedy,3360000,2015-05-23,6,4,4
cont_1421_26_8,series,telugu,sci-fi,3300000,2019-12-10,9,8,26
cont_2185_15_9,series,english,drama,2880000,2015-11-06,4,9,15
cont_327_3_6,series,malayalam,documentary,3480000,2017-12-11,2,6,3
cont_3791_33_3,series,english,drama,5460000,2003-07-10,2,3,33
cont_2807_3_28,series,gujarati,comedy,5040000,2015-06-23,3,28,3
cont_3081_5_1,series,english,drama,3300000,2003-07-22,1,1,5
cont_158_1_3,series,gujarati,horror,2520000,2012-02-14,2,3,1
cont_1466_14_28,series,malayalam,drama,2640000,2016-12-06,1,28,14
cont_2136_1_13,series,english,action,3840000,2006-12-06,1,13,1
cont_748_3_8,series,english,documentary,3420000,1992-07-16,8,8,3
cont_617_2_9,series,hindi,action,3060000,2019-02-17,6,9,2
cont_2045_1_1,series,english,drama,5040000,2009-08-23,9,1,1
cont_3191_11_1,series,english,action,4080000,2004-01-14,10,1,11
cont_4796_7_4,series,hindi,drama,3660000,2020-03-11,6,4,7
cont_3739_9_4,series,gujarati,drama,3720000,2010-10-24,6,4,9
cont_2551_2_4,series,malayalam,drama,2700000,2020-03-20,4,4,2
cont_1718_23_21,series,hindi,drama,3180000,2017-08-07,6,21,23
cont_888_1_24,series,hindi,documentary,2880000,2020-06-07,4,24,1
cont_3970_16_21,series,tamil,documentary,3840000,2018-03-20,4,21,16
cont_2963_8_6,series,hindi,comedy,3120000,2006-04-20,7,6,8
cont_3573_2_6,series,hindi,documentary,3480000,2007-08-01,2,6,2
cont_4739_7_1,series,english,comedy,3900000,2019-01-04,9,1,7
cont_1043_1_47,series,telugu,documentary,2820000,1995-07-20,3,47,1
cont_3005_5_3,series,kannada,drama,2460000,2011-03-04,10,3,5
cont_4420_6_8,series,hindi,drama,3420000,2010-05-14,8,8,6
cont_2255_1_27,series,tamil,drama,3120000,2020-12-11,6,27,1
cont_4486_6_1,series,telugu,drama,3720000,2019-09-28,10,1,6
cont_1773_1_18,series,gujarati,drama,4500000,2011-12-22,3,18,1
cont_3600_11_5,series,telugu,drama,3360000,2001-03-07,10,5,11
cont_1287_4_3,series,english,drama,3360000,2002-07-11,5,3,4
cont_4686_7_3,series,hindi,comedy,3120000,2014-04-19,2,3,7
cont_4802_20_1,series,english,drama,3060000,2018-08-06,2,1,20
cont_4616_5_25,series,malayalam,drama,3060000,2014-09-06,7,25,5
cont_3286_5_48,series,telugu,drama,3540000,2011-10-11,1,48,5
cont_1912_6_40,series,hindi,horror,2820000,2019-11-01,1,40,6
cont_2825_7_28,series,hindi,action,3240000,2012-09-24,4,28,7
cont_1584_12_29,series,hindi,drama,2880000,2016-04-26,10,29,12
cont_794_1_31,series,marathi,comedy,3420000,2008-05-14,5,31,1
cont_1060_1_8,series,telugu,drama,5160000,2011-06-11,3,8,1
cont_246_16_13,series,marathi,drama,3120000,2015-08-05,8,13,16
cont_3552_3_50,series,telugu,horror,3120000,2011-05-07,10,50,3
cont_2708_6_20,series,hindi,action,5340000,2008-09-19,5,20,6
cont_1234_31_11,series,english,action,3120000,2018-11-02,6,11,31
cont_356_38_3,series,english,comedy,2580000,2007-01-16,2,3,38
cont_2244_1_17,series,hindi,drama,2400000,1994-07-14,7,17,1
cont_3600_3_14,series,telugu,drama,3060000,1994-08-23,10,14,3
cont_3454_20_14,series,punjabi,comedy,3300000,2003-06-16,8,14,20
cont_2215_2_15,series,malayalam,drama,2580000,2020-02-10,10,15,2
cont_2830_1_5,sports,hindi,hockey,10740000,2008-03-27,0,5,1
cont_717_5_1,series,malayalam,drama,5400000,2007-11-09,10,1,5
cont_1826_1_24,series,english,drama,3480000,2007-08-07,4,24,1
cont_2418_10_1,series,hindi,action,3840000,2007-08-31,9,1,10
cont_2237_7_9,series,malayalam,drama,3240000,1995-09-01,6,9,7
cont_246_24_2,series,marathi,drama,3480000,2018-11-29,8,2,24
cont_1658_1_6,sports,hindi,football,4920000,2004-03-30,0,6,1
cont_634_6_1,series,malayalam,comedy,3600000,2011-04-14,4,1,6
cont_588_1_26,series,oriya,drama,2880000,2003-04-29,7,26,1
cont_3723_2_19,series,telugu,drama,2760000,1999-08-18,5,19,2
cont_1935_21_1,series,hindi,comedy,3180000,2003-10-04,5,1,21
cont_3294_8_2,series,telugu,drama,2760000,2011-11-29,9,2,8
cont_780_6_7,series,hindi,comedy,3300000,2005-08-11,8,7,6
cont_822_12_6,series,hindi,drama,3120000,2012-06-07,9,6,12
cont_1696_13_4,series,hindi,comedy,3480000,1999-05-27,5,4,13
cont_1685_1_3,sports,hindi,cricket,5760000,2002-08-31,0,3,1
cont_3792_13_10,series,english,comedy,3900000,2016-07-02,5,10,13
cont_1089_4_14,series,hindi,comedy,2580000,2015-10-30,7,14,4
cont_890_15_1,series,telugu,drama,3360000,2018-07-13,4,1,15
cont_1631_15_5,series,hindi,drama,3480000,2020-09-21,9,5,15
cont_1452_4_22,series,english,documentary,5280000,2008-10-01,10,22,4
cont_3649_1_16,sports,english,basketball,3000000,1996-11-06,0,16,1
cont_2629_9_12,series,telugu,drama,2400000,2019-04-05,3,12,9
cont_4393_7_11,series,gujarati,drama,3600000,1999-02-12,7,11,7
cont_4711_13_1,series,hindi,horror,5100000,2014-06-12,3,1,13
cont_1002_1_17,sports,hindi,football,7620000,1999-03-26,0,17,1
cont_4813_3_36,series,english,comedy,2940000,2009-07-09,9,36,3
cont_286_5_27,series,telugu,drama,2880000,2006-06-18,1,27,5
cont_1678_1_7,series,hindi,documentary,3840000,2013-12-18,7,7,1
cont_3599_5_15,series,telugu,action,2940000,2017-02-15,5,15,5
cont_2417_5_16,series,hindi,comedy,2940000,2006-02-22,6,16,5
cont_3257_12_45,series,tamil,drama,3180000,2014-05-21,5,45,12
cont_3655_5_1,series,english,comedy,2520000,2000-02-21,7,1,5
cont_246_14_4,series,marathi,drama,3000000,2014-05-18,8,4,14
cont_3943_1_11,series,hindi,horror,5520000,2002-12-02,1,11,1
cont_2746,movies,english,sport,8520000,2008-12-21,8,0,0
cont_2187_1_25,series,english,drama,4920000,2018-07-22,1,25,1
cont_2328_1_3,series,hindi,action,2760000,2005-11-04,1,3,1
cont_2975_3_1,series,hindi,comedy,2940000,2012-04-17,6,1,3
cont_4652_6_36,series,gujarati,comedy,4200000,2012-02-06,8,36,6
cont_120_3_29,series,hindi,sci-fi,2400000,2016-10-13,2,29,3
cont_444_7_12,series,hindi,drama,3300000,2001-08-26,5,12,7
cont_148_2_12,series,marathi,action,3720000,2003-09-13,9,12,2
cont_3040_10_34,series,hindi,drama,3480000,2003-11-15,9,34,10
cont_3382_1_17,series,telugu,comedy,3120000,2006-12-11,9,17,1
cont_4550_2_15,series,english,drama,4440000,2019-09-22,7,15,2
cont_2458_7_3,series,marathi,comedy,3600000,1995-07-13,4,3,7
cont_2625_7_40,series,telugu,sci-fi,3300000,2013-03-27,8,40,7
cont_4245_1_20,series,english,drama,4980000,2014-08-26,7,20,1
cont_1226_1_40,series,marathi,action,3180000,1999-09-22,6,40,1
cont_3409_1_33,series,english,drama,3240000,2019-10-04,9,33,1
cont_4434_1_13,series,english,documentary,5340000,1993-06-28,1,13,1
cont_3384_13_10,series,hindi,horror,2700000,2018-07-13,2,10,13
cont_2730_10_3,series,hindi,action,3780000,2020-08-17,7,3,10
cont_3646_3_10,series,hindi,drama,3780000,2009-08-09,3,10,3
cont_1449_13_46,series,tamil,action,2940000,2017-07-07,10,46,13
cont_638_1_2,sports,english,football,4740000,2008-06-16,0,2,1
cont_2755_2_16,series,hindi,comedy,3660000,2015-06-06,5,16,2
cont_4739_1_20,series,english,comedy,3660000,2014-07-05,9,20,1
cont_1618_1_18,series,english,drama,2940000,2009-08-09,5,18,1
cont_3077_1_1,sports,hindi,cricket,4080000,2017-01-26,0,1,1
cont_379_3_9,series,hindi,drama,3120000,2002-09-11,4,9,3
cont_3286_4_59,series,telugu,drama,3480000,2010-03-02,1,59,4
cont_73_2_4,series,hindi,documentary,3720000,1993-11-17,3,4,2
cont_1924_1_5,sports,english,cricket,5220000,2014-01-27,0,5,1
cont_3552_4_3,series,telugu,horror,3120000,2011-09-16,10,3,4
cont_981_3_9,series,english,action,3060000,2009-08-26,3,9,3
cont_3190_9_29,series,hindi,drama,3300000,2004-09-25,9,29,9
cont_139_27_16,series,telugu,drama,3420000,2012-01-09,8,16,27
cont_3190_18_4,series,hindi,drama,3300000,2017-07-07,9,4,18
cont_2772_1_9,series,hindi,drama,2700000,2000-11-01,7,9,1
cont_3874_13_10,series,english,drama,2940000,2008-03-06,8,10,13
cont_1136_1_3,sports,hindi,hockey,5340000,1997-06-01,0,3,1
cont_4904_2_27,series,hindi,action,3600000,2008-03-27,9,27,2
cont_944_28_17,series,english,action,3660000,2018-04-13,4,17,28
cont_56_4_26,series,tamil,drama,3660000,2003-07-18,2,26,4
cont_3600_1_19,series,telugu,drama,3120000,1993-02-05,10,19,1
cont_890_16_16,series,telugu,drama,3180000,2020-06-20,4,16,16
cont_328_17_10,series,hindi,drama,3420000,2015-03-18,9,10,17
cont_4906_13_15,series,hindi,drama,4380000,2019-05-10,2,15,13
cont_13_1_5,series,english,drama,4740000,2007-12-05,7,5,1
cont_4208_3_13,series,marathi,comedy,4080000,2010-12-10,5,13,3
cont_1038_14_15,series,hindi,drama,4140000,2008-09-18,6,15,14
cont_4703_1_4,series,hindi,comedy,3000000,1994-01-17,5,4,1
cont_4687_3_21,series,tamil,drama,3300000,2012-06-03,7,21,3
cont_1203_8_47,series,marathi,drama,3420000,2007-10-21,6,47,8
cont_3497_1_22,series,kannada,comedy,4260000,2000-10-22,4,22,1
cont_4802_15_6,series,english,drama,3300000,2012-03-10,2,6,15
cont_1157_8_11,series,hindi,drama,2400000,2002-11-30,6,11,8
cont_2069_2_20,series,english,comedy,3000000,2012-11-05,2,20,2
cont_2489_31_1,series,hindi,drama,3180000,2013-03-27,3,1,31
cont_3521_2_19,series,english,drama,3660000,2014-01-04,8,19,2
cont_3056_1_31,series,hindi,horror,2940000,1997-10-15,7,31,1
cont_1178_1_6,sports,english,cricket,3900000,2011-02-10,0,6,1
cont_2083_29_7,series,hindi,drama,2460000,2015-06-26,4,7,29
cont_2022_3_1,series,hindi,sci-fi,3300000,1993-12-20,8,1,3
cont_2625_2_48,series,telugu,sci-fi,3300000,2005-04-14,8,48,2
cont_149_1_30,series,kannada,action,2940000,1993-03-09,1,30,1
cont_3114_1_37,series,oriya,drama,2760000,2009-10-02,8,37,1
cont_2944_1_10,sports,english,basketball,2820000,2010-04-23,0,10,1
cont_210_2_19,series,english,drama,3480000,2013-10-14,8,19,2
cont_405_5_44,series,hindi,drama,3540000,2016-12-10,8,44,5
cont_4040_6_25,series,hindi,drama,3600000,2003-04-03,1,25,6
cont_4702_7_6,series,hindi,comedy,3360000,2017-09-05,7,6,7
cont_4739_1_13,series,english,comedy,3300000,2014-04-12,9,13,1
cont_3682_4_5,series,telugu,comedy,3180000,1994-11-19,4,5,4
cont_4168_1_4,series,kannada,horror,3780000,1998-09-18,1,4,1
cont_4047_4_2,series,hindi,drama,3600000,1995-08-18,3,2,4
cont_1848_6_6,series,tamil,drama,3480000,2007-11-07,6,6,6
cont_328_25_8,series,hindi,drama,3480000,2020-02-20,9,8,25
cont_1089_1_46,series,hindi,comedy,2820000,2011-12-14,7,46,1
cont_4967_7_1,series,malayalam,drama,2820000,2006-01-25,7,1,7
cont_578_2_33,series,tamil,drama,3420000,1993-03-12,7,33,2
cont_1038_14_16,series,hindi,drama,4440000,2008-09-30,6,16,14
cont_222_6_24,series,hindi,comedy,5640000,2007-10-13,8,24,6
cont_1492_11_13,series,hindi,drama,2520000,2017-01-01,6,13,11
cont_56_2_4,series,tamil,drama,3300000,2001-02-10,2,4,2
cont_4027_7_19,series,malayalam,drama,3360000,2016-10-19,1,19,7
cont_3195_11_18,series,telugu,comedy,2940000,2006-01-28,8,18,11
cont_203_17_5,series,hindi,comedy,2820000,2009-04-18,3,5,17
cont_1157_7_3,series,hindi,drama,2760000,2002-03-23,6,3,7
cont_700_2_26,series,hindi,comedy,2760000,2020-01-04,5,26,2
cont_2629_5_12,series,telugu,drama,2940000,2016-05-14,3,12,5
cont_1287_14_4,series,english,drama,3240000,2010-10-09,5,4,14
cont_2682_4_10,series,hindi,drama,3300000,2015-12-19,3,10,4
cont_3229_8_12,series,telugu,drama,3180000,2011-10-14,8,12,8
cont_475_10_31,series,english,drama,5100000,2007-07-11,10,31,10
cont_685_2_53,series,hindi,drama,2820000,2017-02-09,4,53,2
cont_4687_6_32,series,tamil,drama,3780000,2016-09-22,7,32,6
cont_3757_3_34,series,hindi,action,3480000,2019-11-23,9,34,3
cont_3296_4_25,series,hindi,documentary,3420000,2000-11-03,4,25,4
cont_4686_5_10,series,hindi,comedy,3420000,2012-06-28,2,10,5
cont_1944_1_8,series,hindi,action,5220000,2002-08-27,3,8,1
cont_633_1_32,series,telugu,drama,3540000,2018-03-14,4,32,1
cont_4149_4_51,series,telugu,drama,4440000,2008-02-07,6,51,4
cont_1499_9_1,series,tamil,action,2820000,2013-02-15,2,1,9
cont_1955_1_31,series,telugu,documentary,2400000,1993-09-28,7,31,1
cont_1449_8_11,series,tamil,action,2760000,2008-04-25,10,11,8
cont_335_11_5,series,hindi,drama,2700000,2018-05-12,1,5,11
cont_3470_4_33,series,english,horror,2940000,2001-01-04,8,33,4
cont_2151_17_6,series,hindi,drama,3060000,2018-10-29,5,6,17
cont_1972_7_25,series,english,drama,5160000,2010-02-18,10,25,7
cont_3190_5_4,series,hindi,drama,3300000,1997-11-13,9,4,5
cont_480_8_17,series,hindi,drama,3540000,2004-03-19,6,17,8
cont_3187_3_11,series,hindi,drama,3480000,2006-10-03,6,11,3
cont_1954_1_14,sports,english,football,2880000,2009-10-01,0,14,1
cont_2989_1_4,sports,english,cricket,6360000,2006-08-02,0,4,1
cont_4686_3_22,series,hindi,comedy,3360000,2010-11-06,2,22,3
cont_3490_5_12,series,hindi,comedy,2640000,2019-05-02,10,12,5
cont_3042_1_15,sports,english,cricket,4320000,2018-07-03,0,15,1
cont_310_20_15,series,english,comedy,4500000,2015-02-02,4,15,20
cont_2194_1_23,series,english,drama,3240000,1999-02-10,5,23,1
cont_4468_7_6,series,hindi,drama,3180000,2012-06-17,2,6,7
cont_817_7_2,series,marathi,comedy,3360000,2008-02-12,1,2,7
cont_1226_4_48,series,marathi,action,2880000,2005-05-29,6,48,4
cont_1286_6_9,series,hindi,drama,3840000,2008-05-25,6,9,6
cont_851_1_2,sports,english,cricket,4740000,2010-03-16,0,2,1
cont_4168_11_17,series,kannada,horror,3600000,2006-01-15,1,17,11
cont_4591_8_19,series,hindi,drama,3720000,2003-03-26,7,19,8
cont_4444_2_6,series,hindi,action,2820000,2006-08-03,5,6,2
cont_4994_2_30,series,hindi,drama,3240000,1992-12-03,6,30,2
cont_4219_5_5,series,hindi,comedy,3180000,1993-10-22,5,5,5
cont_1949_6_5,series,malayalam,comedy,4800000,2010-12-03,9,5,6
cont_2728,movies,hindi,drama,6660000,2015-06-11,3,0,0
cont_1815_8_5,series,hindi,comedy,3780000,2013-07-16,5,5,8
cont_1450_2_5,series,telugu,documentary,3000000,1994-06-20,3,5,2
cont_4695_1_3,sports,english,football,5160000,1991-06-04,0,3,1
cont_4724_6_14,series,hindi,drama,3540000,2002-10-02,3,14,6
cont_2187_1_27,series,english,drama,5160000,2018-08-15,1,27,1
cont_3854_1_2,sports,hindi,cricket,2700000,2014-04-23,0,2,1
cont_839_13_16,series,hindi,comedy,2940000,2009-10-07,2,16,13
cont_3257_12_50,series,tamil,drama,3180000,2014-07-20,5,50,12
cont_2179_5_6,series,hindi,drama,3300000,2003-09-07,8,6,5
cont_683_14_4,series,telugu,drama,3720000,1997-09-13,3,4,14
cont_3241_12_12,series,telugu,comedy,2520000,2017-02-05,9,12,12
cont_615_19_7,series,hindi,horror,4200000,2015-02-28,9,7,19
cont_2079_6_4,series,english,drama,3600000,2005-01-17,4,4,6
cont_1505_1_2,series,telugu,drama,3000000,2019-01-07,10,2,1
cont_4994_22_20,series,hindi,drama,2880000,2016-04-01,6,20,22
cont_2778_3_30,series,marathi,drama,2940000,2013-04-14,6,30,3
cont_3856_5_11,series,telugu,comedy,4440000,2006-10-08,5,11,5
cont_7_14_25,series,hindi,comedy,3600000,2017-11-13,1,25,14
cont_2489_34_2,series,hindi,drama,3120000,2014-12-11,3,2,34
cont_4518_4_4,series,telugu,comedy,2940000,2011-01-29,8,4,4
cont_839_7_24,series,hindi,comedy,2880000,2004-07-05,2,24,7
cont_203_6_22,series,hindi,comedy,2820000,1998-08-26,3,22,6
cont_1349_1_2,series,malayalam,action,2820000,2016-09-08,6,2,1
cont_426_13_25,series,telugu,comedy,2700000,2013-10-08,4,25,13
cont_2798_17_4,series,hindi,action,3360000,2012-01-21,5,4,17
cont_4168_9_15,series,kannada,horror,3480000,2004-08-05,1,15,9
cont_3646_2_12,series,hindi,drama,3420000,2008-06-03,3,12,2
cont_3190_4_2,series,hindi,drama,3900000,1996-04-16,9,2,4
cont_1437_8_7,series,hindi,comedy,3300000,2005-10-02,1,7,8
cont_4577_7_27,series,hindi,drama,4380000,2010-11-21,1,27,7
cont_2024_9_14,series,hindi,drama,4500000,2019-10-09,6,14,9
cont_3017_7_8,series,hindi,comedy,2880000,2000-06-19,8,8,7
cont_4103_36_8,series,hindi,comedy,3180000,2020-02-02,10,8,36
cont_4900_2_16,series,english,comedy,3000000,2009-12-25,7,16,2
cont_1949_7_22,series,malayalam,comedy,5220000,2012-04-08,9,22,7
cont_882_28_1,series,hindi,comedy,3300000,2001-05-01,9,1,28
cont_3190_16_22,series,hindi,drama,3300000,2015-01-31,9,22,16
cont_139_27_21,series,telugu,drama,3120000,2012-03-09,8,21,27
cont_977_3_13,series,english,drama,3720000,2020-07-29,4,13,3
cont_3470_8_6,series,english,horror,3000000,2005-10-10,8,6,8
cont_3191_25_1,series,english,action,3840000,2011-11-09,10,1,25
cont_4189_7_15,series,telugu,drama,2880000,2010-08-14,5,15,7
cont_343_11_39,series,hindi,drama,3300000,2015-01-27,8,39,11
cont_1664_3_19,series,hindi,action,3240000,2012-12-09,2,19,3
cont_794_1_9,series,marathi,comedy,3000000,2007-08-24,5,9,1
cont_4439_1_17,sports,hindi,cricket,2460000,1993-12-21,0,17,1
cont_676_9_40,series,hindi,drama,3360000,2019-12-22,3,40,9
cont_310_13_28,series,english,comedy,4140000,2009-01-28,4,28,13
cont_885_10_3,series,malayalam,comedy,3060000,2020-01-08,6,3,10
cont_3135_1_3,sports,hindi,cricket,3000000,2017-06-16,0,3,1
cont_2876_2_16,series,hindi,comedy,3720000,2012-02-17,10,16,2
cont_3313_1_32,series,bengali,comedy,2760000,2016-12-24,7,32,1
cont_4013_2_31,series,hindi,drama,3360000,2019-06-26,6,31,2
cont_3375_11_7,series,english,action,3060000,2010-11-06,5,7,11
cont_2057_7_8,series,kannada,drama,3120000,1996-04-20,4,8,7
cont_50_1_3,sports,hindi,cricket,5160000,2001-12-15,0,3,1
cont_938_1_36,series,hindi,drama,2940000,2005-09-15,9,36,1
cont_2984_1_3,sports,hindi,hockey,2940000,2003-02-10,0,3,1
cont_343_14_41,series,hindi,drama,3360000,2020-04-06,8,41,14
cont_1130_9_15,series,english,comedy,3240000,2016-10-24,7,15,9
cont_2878_10_9,series,telugu,drama,5160000,2000-08-03,2,9,10
cont_973_19_21,series,hindi,comedy,2940000,2017-11-13,4,21,19
cont_407_2_29,series,hindi,comedy,2460000,2020-11-13,9,29,2
cont_3516_1_5,series,hindi,drama,3540000,1991-08-30,6,5,1
cont_944_28_9,series,english,action,3420000,2018-01-07,4,9,28
cont_3552_6_4,series,telugu,horror,3480000,2015-07-21,10,4,6
cont_737_6_10,series,hindi,drama,4680000,2001-06-08,4,10,6
cont_4994_4_14,series,hindi,drama,3300000,1994-10-06,6,14,4
cont_335_13_16,series,hindi,drama,3000000,2020-06-30,1,16,13
cont_4056_4_42,series,english,action,3000000,2000-04-13,2,42,4
cont_343_3_30,series,hindi,drama,3300000,2001-02-09,8,30,3
cont_4364_1_2,sports,hindi,cricket,3300000,2011-08-03,0,2,1
cont_4289_1_57,series,hindi,drama,3060000,2017-05-25,9,57,1
cont_53_10_14,series,hindi,drama,3360000,2013-05-23,1,14,10
cont_2358_7_4,series,telugu,drama,3120000,2012-06-19,10,4,7
cont_1718_9_7,series,hindi,drama,3000000,2007-06-25,6,7,9
cont_2715_5_37,series,hindi,action,3120000,2010-08-09,4,37,5
cont_1912_2_22,series,hindi,horror,2820000,2012-12-07,1,22,2
cont_1258_2_6,series,hindi,drama,2520000,2017-02-27,6,6,2
cont_1646_8_9,series,telugu,drama,2880000,2016-07-11,2,9,8
cont_3979_2_11,series,tamil,drama,3300000,2009-11-07,3,11,2
cont_4346_7_13,series,hindi,horror,3120000,2017-12-21,9,13,7
cont_3384_1_31,series,hindi,horror,2460000,2004-03-28,2,31,1
cont_728_6_8,series,hindi,drama,3840000,1997-11-15,5,8,6
cont_2837_3_42,series,hindi,drama,3180000,2012-09-22,2,42,3
cont_3939_13_5,series,bengali,action,3840000,1997-03-07,9,5,13
cont_1477_1_15,series,hindi,drama,4380000,2007-08-24,1,15,1
cont_3398_1_3,sports,hindi,cricket,5460000,2017-04-04,0,3,1
cont_1020_1_9,series,hindi,horror,3780000,1997-03-02,3,9,1
cont_2299_1_28,series,hindi,drama,5520000,2016-09-07,5,28,1
cont_3352_16_24,series,english,drama,2820000,2012-07-20,2,24,16
cont_1275_7_15,series,hindi,comedy,2880000,2017-07-09,8,15,7
cont_4039_4_5,series,hindi,drama,3180000,1994-02-05,3,5,4
cont_1762_7_1,series,telugu,drama,4140000,1993-06-13,6,1,7
cont_960_1_4,series,malayalam,comedy,4440000,1996-01-10,5,4,1
cont_408_3_21,series,hindi,drama,3240000,2015-05-30,5,21,3
cont_3828_5_5,series,hindi,drama,4080000,2013-01-30,1,5,5
cont_2962_3_8,series,malayalam,drama,4860000,2008-05-26,2,8,3
cont_1203_15_27,series,marathi,drama,3420000,2020-06-26,6,27,15
cont_1481_10_32,series,hindi,action,5160000,2007-01-23,9,32,10
cont_321_10_11,series,hindi,drama,3780000,2017-03-15,4,11,10
cont_693_13_23,series,punjabi,drama,3120000,2017-04-02,4,23,13
cont_628_7_11,series,malayalam,drama,2820000,2002-08-28,1,11,7
cont_719_10_5,series,hindi,drama,3000000,2008-09-24,10,5,10
cont_1450_2_23,series,telugu,documentary,3060000,1995-01-22,3,23,2
cont_4468_9_39,series,hindi,drama,3060000,2016-07-26,2,39,9
cont_2700_14_25,series,hindi,drama,2640000,2013-04-02,10,25,14
cont_2873_3_9,series,tamil,drama,2640000,1996-07-14,1,9,3
cont_1499_12_32,series,tamil,action,2580000,2017-06-30,2,32,12
cont_4039_17_3,series,hindi,drama,2700000,2003-01-01,3,3,17
cont_4486_6_21,series,telugu,drama,3480000,2020-05-25,10,21,6
cont_3124_2_7,series,hindi,drama,3180000,2011-07-25,3,7,2
cont_4994_25_30,series,hindi,drama,2760000,2020-02-16,6,30,25
cont_4036_14_6,series,malayalam,sci-fi,2940000,1993-10-29,10,6,14
cont_3114_5_23,series,oriya,drama,2400000,2016-10-13,8,23,5
cont_658_1_2,series,hindi,action,3420000,1993-12-19,3,2,1
cont_4591_9_36,series,hindi,drama,3540000,2005-03-15,7,36,9
cont_1827_1_4,series,hindi,action,2700000,2011-11-29,5,4,1
cont_2136_6_6,series,english,action,3840000,2015-11-25,1,6,6
cont_578_1_6,series,tamil,drama,3480000,1991-02-15,7,6,1
cont_3125_1_18,series,malayalam,horror,2940000,2014-03-31,10,18,1
cont_4158_4_9,series,english,drama,4740000,2011-05-15,9,9,4
cont_1337_2_12,series,hindi,drama,2700000,1996-01-15,3,12,2
cont_4518_6_30,series,telugu,comedy,2700000,2015-02-01,8,30,6
cont_4763_8_10,series,hindi,drama,3120000,2010-09-12,5,10,8
cont_1038_14_26,series,hindi,drama,4440000,2009-01-28,6,26,14
cont_2715_6_17,series,hindi,action,2820000,2011-12-02,4,17,6
cont_1072_9_3,series,tamil,drama,4860000,1996-08-13,7,3,9
cont_4379_1_12,series,hindi,drama,3180000,2007-06-21,2,12,1
cont_4539_10_2,series,hindi,comedy,3240000,2020-05-12,2,2,10
